fecha,tienda_id,producto_id,categoria,unidades_vendidas,temperatura_media,lluvia_mm,promocion_activa,descuento,impacto_evento,stock_actual
2025-01-02,T03,P007,Fruta,31,9.3,10.9,0,0.0,0.0,64
2025-01-02,T04,P005,Panaderia,61,3.4,0,1,0.25,0.0,88
2025-01-02,T05,P003,Lacteos,48,8.2,0,0,0.0,0.0,64
2025-01-03,T01,P001,Bebidas,73,14.0,0,0,0.0,0.0,133
2025-01-03,T01,P011,Bazar,15,14.0,0,1,0.1,0.0,25
2025-01-03,T02,P009,Carne,29,6.9,0,0,0.0,0.0,44
2025-01-03,T03,P007,Fruta,35,16.3,0,0,0.0,0.0,88
2025-01-03,T04,P005,Panaderia,38,3.0,12.6,0,0.0,0.0,106
2025-01-03,T05,P003,Lacteos,53,8.9,0,0,0.0,0.0,91
2025-01-04,T01,P001,Bebidas,61,10.9,0,0,0.0,0.0,89
2025-01-04,T01,P011,Bazar,9,10.9,0,0,0.0,0.0,19
2025-01-04,T02,P009,Carne,31,9.0,14.1,0,0.0,0.0,55
2025-01-04,T03,P007,Fruta,33,11.8,0,0,0.0,0.0,42
2025-01-04,T04,P005,Panaderia,31,3.6,0,0,0.0,0.0,56
2025-01-04,T05,P003,Lacteos,50,5.5,0,0,0.0,0.0,107
2025-01-05,T01,P001,Bebidas,72,9.8,0,1,0.25,0.0,117
2025-01-05,T01,P011,Bazar,9,9.8,0,0,0.0,0.0,19
2025-01-05,T02,P009,Carne,30,5.4,0,0,0.0,0.0,37
2025-01-05,T03,P007,Fruta,31,6.3,0,0,0.0,0.0,51
2025-01-05,T04,P005,Panaderia,30,3.5,0,0,0.0,0.0,42
2025-01-05,T05,P003,Lacteos,39,8.1,0,0,0.0,0.0,82
2025-01-06,T01,P001,Bebidas,64,11.2,0,0,0.0,0.0,75
2025-01-06,T01,P011,Bazar,11,11.2,0,0,0.0,0.0,10
2025-01-06,T02,P009,Carne,26,5.2,0,0,0.0,0.0,24
2025-01-06,T03,P007,Fruta,34,9.5,0,0,0.0,0.0,57
2025-01-06,T04,P005,Panaderia,36,8.9,0,0,0.0,0.0,50
2025-01-06,T05,P003,Lacteos,50,6.5,14.4,0,0.0,0.0,92
2025-01-07,T01,P001,Bebidas,67,10.2,0,0,0.0,0.0,104
2025-01-07,T01,P011,Bazar,11,10.2,0,0,0.0,0.0,23
2025-01-07,T02,P009,Carne,28,7.7,0,0,0.0,0.0,32
2025-01-07,T03,P007,Fruta,30,12.4,0,0,0.0,0.0,40
2025-01-07,T04,P005,Panaderia,31,5.4,0,0,0.0,0.0,54
2025-01-07,T05,P003,Lacteos,51,9.9,0,0,0.0,0.0,97
2025-01-08,T01,P001,Bebidas,53,6.7,12.8,0,0.0,0.0,104
2025-01-08,T01,P011,Bazar,15,6.7,12.8,0,0.0,0.0,13
2025-01-08,T02,P009,Carne,24,5.7,8.1,0,0.0,0.0,36
2025-01-08,T03,P007,Fruta,25,11.2,0,0,0.0,0.0,46
2025-01-08,T04,P005,Panaderia,27,5.6,0,0,0.0,0.0,27
2025-01-08,T05,P003,Lacteos,53,8.6,0,0,0.0,0.0,44
2025-01-09,T01,P001,Bebidas,67,11.1,14.2,0,0.0,0.0,77
2025-01-09,T01,P011,Bazar,16,11.1,14.2,0,0.0,0.0,35
2025-01-09,T02,P009,Carne,24,7.5,0,0,0.0,0.0,29
2025-01-09,T03,P007,Fruta,32,10.4,0,0,0.0,0.0,89
2025-01-09,T04,P005,Panaderia,46,5.3,0,0,0.0,0.0,58
2025-01-09,T05,P003,Lacteos,51,9.1,0,0,0.0,0.0,54
2025-01-10,T01,P001,Bebidas,102,12.6,0,1,0.25,0.0,155
2025-01-10,T01,P011,Bazar,12,12.6,0,0,0.0,0.0,15
2025-01-10,T02,P009,Carne,30,12.0,0,0,0.0,0.0,70
2025-01-10,T03,P007,Fruta,33,9.6,0,0,0.0,0.0,91
2025-01-10,T04,P005,Panaderia,34,4.7,12.2,0,0.0,0.0,92
2025-01-10,T05,P003,Lacteos,52,8.1,0,0,0.0,0.0,63
2025-01-11,T01,P001,Bebidas,55,9.8,0,0,0.0,0.0,61
2025-01-11,T01,P011,Bazar,12,9.8,0,0,0.0,0.0,15
2025-01-11,T02,P009,Carne,29,8.6,1.9,0,0.0,0.0,35
2025-01-11,T03,P007,Fruta,44,9.1,0,1,0.15,0.0,119
2025-01-11,T04,P005,Panaderia,41,3.8,0,0,0.0,0.0,90
2025-01-11,T05,P003,Lacteos,57,7.2,0,0,0.0,0.0,122
2025-01-12,T01,P001,Bebidas,53,12.1,15.1,0,0.0,0.0,61
2025-01-12,T01,P011,Bazar,15,12.1,15.1,0,0.0,0.0,32
2025-01-12,T02,P009,Carne,22,10.2,0,0,0.0,0.0,39
2025-01-12,T03,P007,Fruta,31,15.2,0,0,0.0,0.0,29
2025-01-12,T04,P005,Panaderia,30,5.9,16.9,0,0.0,0.0,68
2025-01-12,T05,P003,Lacteos,33,4.4,0,0,0.0,0.0,78
2025-01-13,T01,P001,Bebidas,67,8.9,0,0,0.0,0.0,137
2025-01-13,T01,P011,Bazar,9,8.9,0,0,0.0,0.0,11
2025-01-13,T02,P009,Carne,30,11.9,0,0,0.0,0.0,26
2025-01-13,T03,P007,Fruta,42,10.0,0,0,0.0,0.0,43
2025-01-13,T04,P005,Panaderia,60,5.0,0,1,0.2,0.0,89
2025-01-13,T05,P003,Lacteos,58,4.9,15.5,0,0.0,0.0,158
2025-01-14,T01,P001,Bebidas,70,13.5,0,0,0.0,0.0,166
2025-01-14,T01,P011,Bazar,10,13.5,0,0,0.0,0.0,17
2025-01-14,T02,P009,Carne,30,8.7,9.5,0,0.0,0.0,53
2025-01-14,T03,P007,Fruta,33,9.9,3.5,0,0.0,0.0,43
2025-01-14,T04,P005,Panaderia,29,2.7,0,0,0.0,0.0,69
2025-01-14,T05,P003,Lacteos,52,6.1,11.7,0,0.0,0.0,104
2025-01-15,T01,P001,Bebidas,75,7.8,8.5,1,0.1,0.0,62
2025-01-15,T01,P011,Bazar,14,7.8,8.5,0,0.0,0.0,20
2025-01-15,T02,P009,Carne,27,10.0,0,0,0.0,0.0,49
2025-01-15,T03,P007,Fruta,27,14.2,0,0,0.0,0.0,66
2025-01-15,T04,P005,Panaderia,43,7.8,6.8,0,0.0,0.0,99
2025-01-15,T05,P003,Lacteos,40,9.0,0,0,0.0,0.0,34
2025-01-16,T01,P001,Bebidas,57,10.7,13.1,0,0.0,0.0,51
2025-01-16,T01,P011,Bazar,14,10.7,13.1,0,0.0,0.0,34
2025-01-16,T02,P009,Carne,20,9.1,1.8,0,0.0,0.0,20
2025-01-16,T03,P007,Fruta,36,10.8,0,0,0.0,0.0,47
2025-01-16,T04,P005,Panaderia,53,7.3,0,1,0.25,0.0,47
2025-01-16,T05,P003,Lacteos,47,7.0,0,0,0.0,0.0,127
2025-01-17,T01,P001,Bebidas,79,9.6,0,0,0.0,0.0,83
2025-01-17,T01,P011,Bazar,12,9.6,0,1,0.1,0.0,15
2025-01-17,T02,P009,Carne,37,7.3,0,0,0.0,0.0,64
2025-01-17,T03,P007,Fruta,36,14.1,0,0,0.0,0.0,48
2025-01-17,T04,P005,Panaderia,37,0.2,14.9,0,0.0,0.0,53
2025-01-17,T05,P003,Lacteos,43,7.6,2.5,0,0.0,0.0,52
2025-01-18,T01,P001,Bebidas,61,11.1,14.4,0,0.0,0.0,117
2025-01-18,T01,P011,Bazar,19,11.1,14.4,0,0.0,0.0,18
2025-01-18,T02,P009,Carne,28,9.8,0,0,0.0,0.0,61
2025-01-18,T03,P007,Fruta,25,12.3,0,0,0.0,0.0,52
2025-01-18,T04,P005,Panaderia,40,2.9,0,0,0.0,0.0,58
2025-01-18,T05,P003,Lacteos,91,8.3,0,1,0.2,0.0,180
2025-01-19,T01,P001,Bebidas,76,12.1,0,0,0.0,0.0,147
2025-01-19,T01,P011,Bazar,14,12.1,0,1,0.25,0.0,28
2025-01-19,T02,P009,Carne,27,8.8,11.3,0,0.0,0.0,28
2025-01-19,T03,P007,Fruta,27,11.9,0,0,0.0,0.0,70
2025-01-19,T04,P005,Panaderia,37,3.8,9.9,0,0.0,0.0,44
2025-01-19,T05,P003,Lacteos,53,6.9,13.3,0,0.0,0.0,73
2025-01-20,T01,P001,Bebidas,60,11.6,0,1,0.2,0.0,105
2025-01-20,T01,P011,Bazar,8,11.6,0,0,0.0,0.0,14
2025-01-20,T02,P009,Carne,30,9.4,0,0,0.0,0.0,33
2025-01-20,T03,P007,Fruta,26,9.5,0,0,0.0,0.0,27
2025-01-20,T04,P005,Panaderia,45,3.7,1.8,1,0.1,0.0,108
2025-01-20,T05,P003,Lacteos,48,8.4,0,0,0.0,0.0,128
2025-01-21,T01,P001,Bebidas,67,13.2,0,0,0.0,0.0,82
2025-01-21,T01,P011,Bazar,11,13.2,0,0,0.0,0.0,22
2025-01-21,T02,P009,Carne,30,6.2,0,0,0.0,0.0,58
2025-01-21,T03,P007,Fruta,39,12.0,0,0,0.0,0.0,92
2025-01-21,T04,P005,Panaderia,46,7.3,0,1,0.15,0.0,43
2025-01-21,T05,P003,Lacteos,48,6.7,0,0,0.0,0.0,48
2025-01-22,T01,P001,Bebidas,51,10.3,0,0,0.0,0.0,49
2025-01-22,T01,P011,Bazar,12,10.3,0,0,0.0,0.0,23
2025-01-22,T02,P009,Carne,31,10.6,7.3,0,0.0,0.0,71
2025-01-22,T03,P007,Fruta,29,9.7,5.5,0,0.0,0.0,78
2025-01-22,T04,P005,Panaderia,37,7.4,2.5,0,0.0,0.0,43
2025-01-22,T05,P003,Lacteos,56,11.0,0,0,0.0,0.0,58
2025-01-23,T01,P001,Bebidas,64,15.7,0,0,0.0,0.0,167
2025-01-23,T01,P011,Bazar,13,15.7,0,1,0.2,0.0,20
2025-01-23,T02,P009,Carne,30,12.1,3.4,0,0.0,0.0,36
2025-01-23,T03,P007,Fruta,47,8.8,0,1,0.25,0.0,82
2025-01-23,T04,P005,Panaderia,37,5.4,13.9,0,0.0,0.0,102
2025-01-23,T05,P003,Lacteos,45,7.6,0,0,0.0,0.0,51
2025-01-24,T01,P001,Bebidas,67,12.7,0,0,0.0,0.0,183
2025-01-24,T01,P011,Bazar,12,12.7,0,0,0.0,0.0,26
2025-01-24,T02,P009,Carne,29,7.7,0,0,0.0,0.0,56
2025-01-24,T03,P007,Fruta,37,7.9,0,0,0.0,0.0,84
2025-01-24,T04,P005,Panaderia,49,4.1,5.7,0,0.0,0.0,62
2025-01-24,T05,P003,Lacteos,49,5.9,0,0,0.0,0.0,106
2025-01-25,T01,P001,Bebidas,58,8.4,0,0,0.0,0.0,73
2025-01-25,T01,P011,Bazar,14,8.4,0,1,0.1,0.0,14
2025-01-25,T02,P009,Carne,34,7.0,0,0,0.0,0.0,44
2025-01-25,T03,P007,Fruta,38,8.7,0,0,0.0,0.15,73
2025-01-25,T04,P005,Panaderia,43,4.1,0,1,0.1,0.0,47
2025-01-25,T05,P003,Lacteos,48,9.4,0,0,0.0,0.0,61
2025-01-26,T01,P001,Bebidas,60,12.6,16.5,0,0.0,0.0,98
2025-01-26,T01,P011,Bazar,17,12.6,16.5,0,0.0,0.0,24
2025-01-26,T02,P009,Carne,30,9.9,0,0,0.0,0.0,77
2025-01-26,T03,P007,Fruta,25,10.9,0,0,0.0,0.0,64
2025-01-26,T04,P005,Panaderia,28,4.7,0,0,0.0,0.0,77
2025-01-26,T05,P003,Lacteos,49,11.9,0,0,0.0,0.0,94
2025-01-27,T01,P001,Bebidas,64,8.1,0,0,0.0,0.0,122
2025-01-27,T01,P011,Bazar,11,8.1,0,0,0.0,0.0,18
2025-01-27,T02,P009,Carne,30,8.5,11.6,0,0.0,0.0,59
2025-01-27,T03,P007,Fruta,26,11.5,0,0,0.0,0.0,26
2025-01-27,T04,P005,Panaderia,31,3.8,0,0,0.0,0.0,86
2025-01-27,T05,P003,Lacteos,51,8.9,0,0,0.0,0.0,74
2025-01-28,T01,P001,Bebidas,57,10.7,0,0,0.0,0.0,80
2025-01-28,T01,P011,Bazar,10,10.7,0,0,0.0,0.0,18
2025-01-28,T02,P009,Carne,22,9.3,0,0,0.0,0.0,47
2025-01-28,T03,P007,Fruta,28,10.3,0,0,0.0,0.0,73
2025-01-28,T04,P005,Panaderia,42,2.4,0,0,0.0,0.0,60
2025-01-28,T05,P003,Lacteos,52,5.4,0,0,0.0,0.0,50
2025-01-29,T01,P001,Bebidas,60,12.0,0,0,0.0,0.0,101
2025-01-29,T01,P011,Bazar,15,12.0,0,1,0.1,0.0,33
2025-01-29,T02,P009,Carne,42,8.6,0,1,0.25,0.0,97
2025-01-29,T03,P007,Fruta,30,4.3,0,0,0.0,0.0,52
2025-01-29,T04,P005,Panaderia,29,4.4,0,0,0.0,0.0,28
2025-01-29,T05,P003,Lacteos,48,7.3,0,0,0.0,0.0,73
2025-01-30,T01,P001,Bebidas,57,11.2,0,0,0.0,0.0,47
2025-01-30,T01,P011,Bazar,10,11.2,0,0,0.0,0.0,25
2025-01-30,T02,P009,Carne,26,8.5,0,0,0.0,0.0,57
2025-01-30,T03,P007,Fruta,27,10.7,0,0,0.0,0.0,73
2025-01-30,T04,P005,Panaderia,42,4.4,3.5,0,0.0,0.0,78
2025-01-30,T05,P003,Lacteos,45,10.5,0,0,0.0,0.0,61
2025-01-31,T01,P001,Bebidas,65,7.5,0,0,0.0,0.0,76
2025-01-31,T01,P011,Bazar,10,7.5,0,0,0.0,0.0,14
2025-01-31,T02,P009,Carne,36,8.2,0,1,0.25,0.0,67
2025-01-31,T03,P007,Fruta,30,13.7,1.9,0,0.0,0.0,69
2025-01-31,T04,P005,Panaderia,41,3.5,0,0,0.0,0.0,102
2025-01-31,T05,P003,Lacteos,61,6.3,0,0,0.0,0.0,50
2025-02-01,T01,P001,Bebidas,66,16.9,10.8,0,0.0,0.0,170
2025-02-01,T01,P011,Bazar,17,16.9,10.8,0,0.0,0.0,14
2025-02-01,T02,P009,Carne,30,12.8,0,0,0.0,0.0,31
2025-02-01,T03,P007,Fruta,38,16.6,0,0,0.0,0.0,65
2025-02-01,T04,P005,Panaderia,41,4.9,0,0,0.0,0.0,104
2025-02-01,T05,P003,Lacteos,59,12.5,0,0,0.0,0.0,123
2025-02-02,T01,P001,Bebidas,69,11.5,0,0,0.0,0.0,188
2025-02-02,T01,P011,Bazar,10,11.5,0,0,0.0,0.0,12
2025-02-02,T02,P009,Carne,30,13.4,0,0,0.0,0.0,67
2025-02-02,T03,P007,Fruta,28,11.4,0,0,0.0,0.0,70
2025-02-02,T04,P005,Panaderia,37,9.4,0,0,0.0,0.0,90
2025-02-02,T05,P003,Lacteos,49,13.3,0,0,0.0,0.0,99
2025-02-03,T01,P001,Bebidas,65,13.5,0,0,0.0,0.0,153
2025-02-03,T01,P011,Bazar,12,13.5,0,0,0.0,0.0,12
2025-02-03,T02,P009,Carne,32,11.9,0,0,0.0,0.0,46
2025-02-03,T03,P007,Fruta,30,14.0,0,0,0.0,0.0,50
2025-02-03,T04,P005,Panaderia,44,9.6,0,0,0.0,0.0,96
2025-02-03,T05,P003,Lacteos,39,16.0,0,0,0.0,0.0,33
2025-02-04,T01,P001,Bebidas,65,15.1,0,0,0.0,0.0,83
2025-02-04,T01,P011,Bazar,9,15.1,0,0,0.0,0.0,20
2025-02-04,T02,P009,Carne,29,10.4,11.5,0,0.0,0.0,43
2025-02-04,T03,P007,Fruta,31,11.7,0,0,0.0,0.0,66
2025-02-04,T04,P005,Panaderia,45,10.5,0,0,0.0,0.0,106
2025-02-04,T05,P003,Lacteos,42,14.6,0,0,0.0,0.0,74
2025-02-05,T01,P001,Bebidas,62,13.1,8.8,0,0.0,0.0,57
2025-02-05,T01,P011,Bazar,12,13.1,8.8,0,0.0,0.0,31
2025-02-05,T02,P009,Carne,31,14.6,0,0,0.0,0.0,76
2025-02-05,T03,P007,Fruta,32,16.1,0,0,0.0,0.0,28
2025-02-05,T04,P005,Panaderia,42,9.1,0,0,0.0,0.0,46
2025-02-05,T05,P003,Lacteos,49,15.6,17.5,0,0.0,0.0,102
2025-02-06,T01,P001,Bebidas,53,17.7,0,0,0.0,0.0,69
2025-02-06,T01,P011,Bazar,10,17.7,0,0,0.0,0.0,25
2025-02-06,T02,P009,Carne,33,12.6,0,1,0.25,0.0,30
2025-02-06,T03,P007,Fruta,31,16.8,0,0,0.0,0.0,70
2025-02-06,T04,P005,Panaderia,37,9.6,17.8,0,0.0,0.0,60
2025-02-06,T05,P003,Lacteos,52,9.6,1.9,0,0.0,0.0,88
2025-02-07,T01,P001,Bebidas,82,13.5,0,0,0.0,0.146,142
2025-02-07,T01,P011,Bazar,14,13.5,0,0,0.0,0.146,17
2025-02-07,T02,P009,Carne,29,20.7,16.3,0,0.0,0.0,62
2025-02-07,T03,P007,Fruta,38,18.1,0,0,0.0,0.0,37
2025-02-07,T04,P005,Panaderia,39,5.6,0,0,0.0,0.0,96
2025-02-07,T05,P003,Lacteos,72,7.0,0,0,0.0,0.0,151
2025-02-08,T01,P001,Bebidas,67,12.7,0,0,0.0,0.0,67
2025-02-08,T01,P011,Bazar,12,12.7,0,0,0.0,0.0,29
2025-02-08,T02,P009,Carne,36,14.4,4.6,0,0.0,0.0,86
2025-02-08,T03,P007,Fruta,37,14.5,0,0,0.0,0.0,86
2025-02-08,T04,P005,Panaderia,36,13.9,0,0,0.0,0.0,97
2025-02-08,T05,P003,Lacteos,81,11.0,0,1,0.2,0.0,109
2025-02-09,T01,P001,Bebidas,69,9.4,0,0,0.0,0.0,74
2025-02-09,T01,P011,Bazar,10,9.4,0,0,0.0,0.0,9
2025-02-09,T02,P009,Carne,29,13.3,0,0,0.0,0.0,81
2025-02-09,T03,P007,Fruta,23,17.5,0,0,0.0,0.0,36
2025-02-09,T04,P005,Panaderia,42,8.4,0,0,0.0,0.0,87
2025-02-09,T05,P003,Lacteos,39,16.3,0,0,0.0,0.0,34
2025-02-10,T01,P001,Bebidas,58,18.1,10.0,0,0.0,0.0,121
2025-02-10,T01,P011,Bazar,12,18.1,10.0,0,0.0,0.0,15
2025-02-10,T02,P009,Carne,29,10.4,0,0,0.0,0.0,24
2025-02-10,T03,P007,Fruta,35,12.0,10.4,0,0.0,0.0,65
2025-02-10,T04,P005,Panaderia,55,7.8,0,1,0.15,0.0,153
2025-02-10,T05,P003,Lacteos,54,9.1,6.0,0,0.0,0.0,55
2025-02-11,T01,P001,Bebidas,79,16.4,0,0,0.0,0.0,167
2025-02-11,T01,P011,Bazar,12,16.4,0,0,0.0,0.0,28
2025-02-11,T02,P009,Carne,26,14.1,0,0,0.0,0.0,52
2025-02-11,T03,P007,Fruta,25,13.7,0,0,0.0,0.0,30
2025-02-11,T04,P005,Panaderia,34,7.8,0,0,0.0,0.0,57
2025-02-11,T05,P003,Lacteos,49,13.7,0,0,0.0,0.0,45
2025-02-12,T01,P001,Bebidas,70,13.1,0,0,0.0,0.0,145
2025-02-12,T01,P011,Bazar,12,13.1,0,0,0.0,0.0,23
2025-02-12,T02,P009,Carne,31,10.7,0,0,0.0,0.0,57
2025-02-12,T03,P007,Fruta,26,11.4,0,0,0.0,0.0,66
2025-02-12,T04,P005,Panaderia,39,7.6,0,0,0.0,0.0,86
2025-02-12,T05,P003,Lacteos,59,12.7,3.7,0,0.0,0.0,75
2025-02-13,T01,P001,Bebidas,73,13.3,0,1,0.15,0.0,107
2025-02-13,T01,P011,Bazar,10,13.3,0,0,0.0,0.0,14
2025-02-13,T02,P009,Carne,27,15.7,0,0,0.0,0.0,61
2025-02-13,T03,P007,Fruta,29,11.3,0,0,0.0,0.0,26
2025-02-13,T04,P005,Panaderia,42,10.0,0,0,0.0,0.0,65
2025-02-13,T05,P003,Lacteos,56,12.8,0,0,0.0,0.0,56
2025-02-14,T01,P001,Bebidas,76,11.0,0,0,0.0,0.0,95
2025-02-14,T01,P011,Bazar,9,11.0,0,0,0.0,0.0,16
2025-02-14,T02,P009,Carne,33,11.4,0,0,0.0,0.0,82
2025-02-14,T03,P007,Fruta,31,17.6,11.1,0,0.0,0.0,56
2025-02-14,T04,P005,Panaderia,44,8.5,0,0,0.0,0.0,39
2025-02-14,T05,P003,Lacteos,50,12.3,12.3,0,0.0,0.0,77
2025-02-15,T01,P001,Bebidas,88,14.2,0,0,0.0,0.0,159
2025-02-15,T01,P011,Bazar,12,14.2,0,0,0.0,0.0,25
2025-02-15,T02,P009,Carne,33,11.7,0,0,0.0,0.0,49
2025-02-15,T03,P007,Fruta,36,20.1,0,0,0.0,0.0,48
2025-02-15,T04,P005,Panaderia,42,8.3,0,0,0.0,0.0,106
2025-02-15,T05,P003,Lacteos,64,10.9,0,1,0.1,0.0,140
2025-02-16,T01,P001,Bebidas,72,12.3,0,1,0.1,0.0,118
2025-02-16,T01,P011,Bazar,10,12.3,0,0,0.0,0.0,19
2025-02-16,T02,P009,Carne,26,14.5,0,0,0.0,0.0,61
2025-02-16,T03,P007,Fruta,27,12.8,0,0,0.0,0.0,57
2025-02-16,T04,P005,Panaderia,32,13.0,0,0,0.0,0.0,36
2025-02-16,T05,P003,Lacteos,45,7.3,0,0,0.0,0.0,45
2025-02-17,T01,P001,Bebidas,113,15.7,9.9,1,0.25,0.0,193
2025-02-17,T01,P011,Bazar,20,15.7,9.9,1,0.25,0.0,38
2025-02-17,T02,P009,Carne,32,11.7,0,0,0.0,0.0,48
2025-02-17,T03,P007,Fruta,30,13.0,0,0,0.0,0.0,60
2025-02-17,T04,P005,Panaderia,37,8.1,0,0,0.0,0.0,41
2025-02-17,T05,P003,Lacteos,44,13.3,0,0,0.0,0.0,59
2025-02-18,T01,P001,Bebidas,52,16.4,0,0,0.0,0.0,112
2025-02-18,T01,P011,Bazar,13,16.4,0,1,0.25,0.0,14
2025-02-18,T02,P009,Carne,20,15.5,0,0,0.0,0.0,19
2025-02-18,T03,P007,Fruta,26,16.6,0,0,0.0,0.0,54
2025-02-18,T04,P005,Panaderia,37,8.0,4.5,0,0.0,0.0,82
2025-02-18,T05,P003,Lacteos,51,12.7,0,0,0.0,0.0,98
2025-02-19,T01,P001,Bebidas,74,11.6,0,1,0.2,0.0,150
2025-02-19,T01,P011,Bazar,10,11.6,0,0,0.0,0.0,22
2025-02-19,T02,P009,Carne,33,14.8,2.0,0,0.0,0.0,45
2025-02-19,T03,P007,Fruta,24,15.9,6.1,0,0.0,0.0,28
2025-02-19,T04,P005,Panaderia,44,10.0,0,0,0.0,0.0,71
2025-02-19,T05,P003,Lacteos,43,12.4,0,0,0.0,0.0,66
2025-02-20,T01,P001,Bebidas,58,14.9,0,0,0.0,0.0,77
2025-02-20,T01,P011,Bazar,9,14.9,0,0,0.0,0.0,24
2025-02-20,T02,P009,Carne,32,10.5,0,0,0.0,0.0,37
2025-02-20,T03,P007,Fruta,32,16.8,0,0,0.0,0.0,52
2025-02-20,T04,P005,Panaderia,30,10.8,0,0,0.0,0.0,42
2025-02-20,T05,P003,Lacteos,47,12.8,0,0,0.0,0.0,130
2025-02-21,T01,P001,Bebidas,75,14.8,0,0,0.0,0.0,99
2025-02-21,T01,P011,Bazar,11,14.8,0,0,0.0,0.0,28
2025-02-21,T02,P009,Carne,29,17.6,0,0,0.0,0.0,79
2025-02-21,T03,P007,Fruta,30,11.4,0,0,0.0,0.0,71
2025-02-21,T04,P005,Panaderia,47,10.9,0,0,0.0,0.196,103
2025-02-21,T05,P003,Lacteos,49,10.0,4.2,0,0.0,0.0,53
2025-02-22,T01,P001,Bebidas,87,14.5,0,0,0.0,0.0,136
2025-02-22,T01,P011,Bazar,12,14.5,0,0,0.0,0.0,13
2025-02-22,T02,P009,Carne,23,15.1,0,0,0.0,0.0,51
2025-02-22,T03,P007,Fruta,34,13.3,0,0,0.0,0.0,70
2025-02-22,T04,P005,Panaderia,29,5.6,0,0,0.0,0.0,79
2025-02-22,T05,P003,Lacteos,45,13.1,0,0,0.0,0.0,69
2025-02-23,T01,P001,Bebidas,41,12.8,3.6,0,0.0,0.0,60
2025-02-23,T01,P011,Bazar,10,12.8,3.6,0,0.0,0.0,27
2025-02-23,T02,P009,Carne,23,11.9,0,0,0.0,0.0,28
2025-02-23,T03,P007,Fruta,25,11.5,0,0,0.0,0.0,20
2025-02-23,T04,P005,Panaderia,32,10.7,17.1,0,0.0,0.0,71
2025-02-23,T05,P003,Lacteos,47,12.3,0,0,0.0,0.0,97
2025-02-24,T01,P001,Bebidas,56,13.5,0,0,0.0,0.0,153
2025-02-24,T01,P011,Bazar,10,13.5,0,0,0.0,0.0,23
2025-02-24,T02,P009,Carne,37,15.9,0,0,0.0,0.0,45
2025-02-24,T03,P007,Fruta,22,15.4,0,0,0.0,0.0,34
2025-02-24,T04,P005,Panaderia,38,10.1,0,0,0.0,0.0,56
2025-02-24,T05,P003,Lacteos,43,12.8,0,0,0.0,0.0,69
2025-02-25,T01,P001,Bebidas,63,10.5,0,0,0.0,0.0,154
2025-02-25,T01,P011,Bazar,8,10.5,0,0,0.0,0.0,18
2025-02-25,T02,P009,Carne,29,9.0,0,0,0.0,0.0,24
2025-02-25,T03,P007,Fruta,22,15.9,0,0,0.0,0.0,30
2025-02-25,T04,P005,Panaderia,38,8.4,4.7,0,0.0,0.0,99
2025-02-25,T05,P003,Lacteos,51,11.3,0,0,0.0,0.0,101
2025-02-26,T01,P001,Bebidas,74,12.4,0,0,0.0,0.0,192
2025-02-26,T01,P011,Bazar,17,12.4,0,1,0.25,0.0,20
2025-02-26,T02,P009,Carne,34,9.8,10.5,0,0.0,0.0,59
2025-02-26,T03,P007,Fruta,33,14.8,0,0,0.0,0.0,54
2025-02-26,T04,P005,Panaderia,43,8.2,0,1,0.2,0.0,79
2025-02-26,T05,P003,Lacteos,49,12.2,0,0,0.0,0.0,88
2025-02-27,T01,P001,Bebidas,64,12.6,0,0,0.0,0.0,105
2025-02-27,T01,P011,Bazar,9,12.6,0,0,0.0,0.0,16
2025-02-27,T02,P009,Carne,27,9.5,0,0,0.0,0.0,59
2025-02-27,T03,P007,Fruta,37,13.3,0,0,0.0,0.0,75
2025-02-27,T04,P005,Panaderia,55,8.8,0,0,0.0,0.0,130
2025-02-27,T05,P003,Lacteos,43,13.1,0,0,0.0,0.0,93
2025-02-28,T01,P001,Bebidas,61,18.1,0,0,0.0,0.0,156
2025-02-28,T01,P011,Bazar,12,18.1,0,0,0.0,0.0,33
2025-02-28,T02,P009,Carne,37,15.4,0,0,0.0,0.129,49
2025-02-28,T03,P007,Fruta,41,8.6,0,1,0.1,0.0,57
2025-02-28,T04,P005,Panaderia,45,12.0,0,0,0.0,0.0,60
2025-02-28,T05,P003,Lacteos,58,12.4,0,0,0.0,0.0,124
2025-03-01,T01,P001,Bebidas,83,18.7,0,0,0.0,0.0,89
2025-03-01,T01,P011,Bazar,15,18.7,0,1,0.2,0.0,17
2025-03-01,T02,P009,Carne,35,17.0,0,0,0.0,0.0,30
2025-03-01,T03,P007,Fruta,45,19.5,12.1,1,0.25,0.0,112
2025-03-01,T04,P005,Panaderia,56,12.2,0,1,0.25,0.0,52
2025-03-01,T05,P003,Lacteos,58,15.1,0,0,0.0,0.0,160
2025-03-02,T01,P001,Bebidas,64,12.6,0,0,0.0,0.0,131
2025-03-02,T01,P011,Bazar,10,12.6,0,0,0.0,0.0,20
2025-03-02,T02,P009,Carne,24,18.7,0,0,0.0,0.0,35
2025-03-02,T03,P007,Fruta,26,16.9,0,0,0.0,0.0,71
2025-03-02,T04,P005,Panaderia,35,13.0,0,0,0.0,0.0,51
2025-03-02,T05,P003,Lacteos,53,19.3,0,0,0.0,0.0,75
2025-03-03,T01,P001,Bebidas,65,15.0,0,0,0.0,0.0,83
2025-03-03,T01,P011,Bazar,12,15.0,0,1,0.2,0.0,28
