fecha,tienda_id,tienda,ciudad,producto_id,producto,categoria,unidades_vendidas,precio_unitario,ingresos,stock_actual
2025-01-27,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,31,2.3,71.3,41
2025-01-27,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,30,6.8,204.0,25
2025-01-27,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,21,3.1,65.1,57
2025-01-27,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,9,6.5,58.5,16
2025-01-27,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,12,2.95,35.4,16
2025-01-28,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,57,0.75,42.75,80
2025-01-28,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,48,1.65,71.28,95
2025-01-28,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,59,1.05,61.95,147
2025-01-28,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,34,2.2,74.8,66
2025-01-28,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,44,1.35,59.4,84
2025-01-28,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,33,2.1,69.3,67
2025-01-28,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,35,2.05,71.75,29
2025-01-28,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,39,2.3,76.24,105
2025-01-28,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,33,6.8,224.4,47
2025-01-28,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,23,3.1,71.3,40
2025-01-28,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,10,6.5,65.0,18
2025-01-28,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,11,2.95,32.45,30
2025-01-28,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,51,0.75,38.25,42
2025-01-28,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,51,1.65,75.73,137
2025-01-28,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,57,1.05,59.85,77
2025-01-28,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,35,2.2,77.0,66
2025-01-28,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,44,1.35,59.4,106
2025-01-28,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,24,2.1,50.4,61
2025-01-28,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,40,2.05,82.0,70
2025-01-28,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,45,2.3,87.97,110
2025-01-28,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,22,6.8,149.6,47
2025-01-28,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,23,3.1,71.3,27
2025-01-28,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,11,6.5,71.5,20
2025-01-28,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,11,2.95,32.45,9
2025-01-28,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,48,0.75,36.0,43
2025-01-28,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,52,1.65,77.22,76
2025-01-28,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,51,1.05,53.55,95
2025-01-28,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,37,2.2,81.4,65
2025-01-28,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,33,1.35,44.55,30
2025-01-28,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,29,2.1,60.9,71
2025-01-28,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,28,2.05,57.4,73
2025-01-28,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,33,2.3,64.51,35
2025-01-28,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,23,6.8,156.4,49
2025-01-28,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,19,3.1,58.9,31
2025-01-28,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,8,6.5,52.0,13
2025-01-28,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,10,2.95,29.5,11
2025-01-28,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,40,0.75,30.0,72
2025-01-28,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,33,1.65,49.0,56
2025-01-28,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,40,1.05,42.0,97
2025-01-28,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,28,2.2,61.6,71
2025-01-28,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,42,1.35,56.7,60
2025-01-28,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,17,2.1,35.7,43
2025-01-28,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,32,2.05,65.6,56
2025-01-28,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,40,2.3,78.2,48
2025-01-28,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,28,6.8,190.4,27
2025-01-28,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,21,3.1,65.1,34
2025-01-28,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,10,6.5,65.0,15
2025-01-28,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,12,2.95,35.4,23
2025-01-28,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,53,0.75,39.75,76
2025-01-28,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,43,1.65,63.86,36
2025-01-28,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,52,1.05,54.6,50
2025-01-28,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,29,2.2,63.8,44
2025-01-28,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,45,1.35,60.75,52
2025-01-28,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,30,2.1,63.0,53
2025-01-28,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,31,2.05,63.55,60
2025-01-28,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,32,2.3,62.56,28
2025-01-28,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,25,6.8,170.0,23
2025-01-28,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,21,3.1,65.1,26
2025-01-28,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,7,6.5,45.5,18
2025-01-28,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,9,2.95,26.55,21
2025-01-29,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,60,0.75,45.0,101
2025-01-29,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,56
2025-01-29,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,55,1.05,57.75,51
2025-01-29,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,27,2.2,59.4,34
2025-01-29,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,43,1.35,58.05,47
2025-01-29,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,34,2.1,64.26,72
2025-01-29,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,35,2.05,71.75,70
2025-01-29,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,38,2.3,87.4,93
2025-01-29,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,46,6.8,234.6,78
2025-01-29,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,26,3.1,80.6,30
2025-01-29,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,15,6.5,87.75,33
2025-01-29,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,12,2.95,35.4,20
2025-01-29,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,58,0.75,43.5,88
2025-01-29,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,44,1.65,72.6,99
2025-01-29,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,59,1.05,61.95,110
2025-01-29,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,34,2.2,74.8,31
2025-01-29,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,41,1.35,55.35,107
2025-01-29,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,27,2.1,51.03,29
2025-01-29,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,31,2.05,63.55,34
2025-01-29,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,31,2.3,71.3,63
2025-01-29,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,42,6.8,214.2,97
2025-01-29,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,23,3.1,71.3,51
2025-01-29,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,11,6.5,64.35,15
2025-01-29,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,11,2.95,32.45,19
2025-01-29,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,59,0.75,44.25,99
2025-01-29,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,34,1.65,56.1,36
2025-01-29,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,49,1.05,51.45,131
2025-01-29,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,31,2.2,68.2,76
2025-01-29,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,48,1.35,64.8,92
2025-01-29,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,24,2.1,45.36,32
2025-01-29,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,30,2.05,61.5,52
2025-01-29,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,67
2025-01-29,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,41,6.8,209.1,84
2025-01-29,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,21,3.1,65.1,18
2025-01-29,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,11,6.5,64.35,20
2025-01-29,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,12,2.95,35.4,10
2025-01-29,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,42,0.75,31.5,112
2025-01-29,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,34,1.65,56.1,67
2025-01-29,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,46,1.05,48.3,96
2025-01-29,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,27,2.2,59.4,35
2025-01-29,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,29,1.35,39.15,28
2025-01-29,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,18,2.1,34.02,42
2025-01-29,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,27,2.05,55.35,68
2025-01-29,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,23,2.3,52.9,49
2025-01-29,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,34,6.8,173.4,88
2025-01-29,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,21,3.1,65.1,32
2025-01-29,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,7,6.5,40.95,6
2025-01-29,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,12,2.95,35.4,16
2025-01-29,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,58,0.75,43.5,86
2025-01-29,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,51
2025-01-29,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,48,1.05,50.4,73
2025-01-29,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,25,2.2,55.0,32
2025-01-29,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,43,1.35,58.05,70
2025-01-29,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,25,2.1,47.25,47
2025-01-29,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,30,2.05,61.5,42
2025-01-29,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,37,2.3,85.1,95
2025-01-29,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,37,6.8,188.7,44
2025-01-29,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,21,3.1,65.1,30
2025-01-29,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,10,6.5,58.5,20
2025-01-29,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,12,2.95,35.4,20
2025-01-30,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,57,0.75,42.75,47
2025-01-30,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,50,1.65,82.5,110
2025-01-30,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,49,1.05,51.45,119
2025-01-30,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,61,2.2,100.65,135
2025-01-30,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,49,1.35,66.15,133
2025-01-30,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,30,2.1,63.0,34
2025-01-30,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,37,2.05,75.85,40
2025-01-30,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,41
2025-01-30,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,33,6.8,224.4,80
2025-01-30,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,31,3.1,72.08,75
2025-01-30,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,10,6.5,65.0,25
2025-01-30,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,15,2.95,44.25,36
2025-01-30,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,61,0.75,45.75,163
2025-01-30,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,40,1.65,66.0,51
2025-01-30,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,49,1.05,51.45,119
2025-01-30,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,48,2.2,79.2,133
2025-01-30,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,48,1.35,64.8,54
2025-01-30,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,25,2.1,52.5,30
2025-01-30,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,37,2.05,75.85,66
2025-01-30,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,35,2.3,80.5,85
2025-01-30,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,26,6.8,176.8,57
2025-01-30,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,29,3.1,67.43,31
2025-01-30,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,10,6.5,65.0,18
2025-01-30,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,12,2.95,35.4,14
2025-01-30,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,53,0.75,39.75,132
2025-01-30,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,37,1.65,61.05,48
2025-01-30,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,53,1.05,55.65,104
2025-01-30,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,39,2.2,64.35,106
2025-01-30,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,42,1.35,56.7,53
2025-01-30,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,22,2.1,46.2,30
2025-01-30,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,27,2.05,55.35,73
2025-01-30,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,50
2025-01-30,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,22,6.8,149.6,50
2025-01-30,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,25,3.1,58.12,49
2025-01-30,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,7,6.5,45.5,15
2025-01-30,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,12,2.95,35.4,24
2025-01-30,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,40,0.75,30.0,38
2025-01-30,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,33,1.65,54.45,68
2025-01-30,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,45,1.05,47.25,103
2025-01-30,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,49,2.2,80.85,131
2025-01-30,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,42,1.35,56.7,78
2025-01-30,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,27,2.1,56.7,66
2025-01-30,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,31,2.05,63.55,37
2025-01-30,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,64
2025-01-30,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,20,6.8,136.0,30
2025-01-30,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,22,3.1,51.15,46
2025-01-30,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,7,6.5,45.5,8
2025-01-30,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,11,2.95,32.45,22
2025-01-30,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,52,0.75,39.0,100
2025-01-30,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,40
2025-01-30,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,45,1.05,47.25,61
2025-01-30,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,44,2.2,72.6,42
2025-01-30,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,42,1.35,56.7,114
2025-01-30,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,28,2.1,58.8,52
2025-01-30,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,38,2.05,77.9,32
2025-01-30,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,74
2025-01-30,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,22,6.8,149.6,58
2025-01-30,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,31,3.1,72.08,53
2025-01-30,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,10,6.5,65.0,17
2025-01-30,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,11,2.95,32.45,28
2025-01-31,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,65,0.75,48.75,76
2025-01-31,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,41,1.65,67.65,66
2025-01-31,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,68,1.05,71.4,91
2025-01-31,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,48,2.2,105.6,127
2025-01-31,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,41,1.35,55.35,68
2025-01-31,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,33,2.1,69.3,64
2025-01-31,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,33,2.05,67.65,54
2025-01-31,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,42,2.3,96.6,69
2025-01-31,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,47,6.8,239.7,91
2025-01-31,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,20,3.1,62.0,17
2025-01-31,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,10,6.5,65.0,14
2025-01-31,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,15,2.95,33.19,36
2025-01-31,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,75,0.75,56.25,171
2025-01-31,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,40,1.65,66.0,91
2025-01-31,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,52,1.05,54.6,60
2025-01-31,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,27,2.2,59.4,70
2025-01-31,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,46,1.35,62.1,51
2025-01-31,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,25,2.1,52.5,39
2025-01-31,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,44,2.05,90.2,105
2025-01-31,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,35,2.3,80.5,62
2025-01-31,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,36,6.8,183.6,67
2025-01-31,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,24,3.1,74.4,41
2025-01-31,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,10,6.5,65.0,12
2025-01-31,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,20,2.95,44.25,17
2025-01-31,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,66,0.75,49.5,105
2025-01-31,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,54,1.65,89.1,107
2025-01-31,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,53,1.05,55.65,67
2025-01-31,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,26,2.2,57.2,27
2025-01-31,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,46,1.35,62.1,53
2025-01-31,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,26,2.1,54.6,55
2025-01-31,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,30,2.05,61.5,69
2025-01-31,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,34,2.3,78.2,34
2025-01-31,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,52,6.8,265.2,92
2025-01-31,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,24,3.1,74.4,43
2025-01-31,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,10,6.5,65.0,12
2025-01-31,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,14,2.95,30.98,29
2025-01-31,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,53,0.75,39.75,97
2025-01-31,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,36,1.65,59.4,88
2025-01-31,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,52,1.05,54.6,70
2025-01-31,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,32,2.2,70.4,60
2025-01-31,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,41,1.35,55.35,102
2025-01-31,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,27,2.1,56.7,48
2025-01-31,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,25,2.05,51.25,47
2025-01-31,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,70
2025-01-31,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,43,6.8,219.3,56
2025-01-31,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,19,3.1,58.9,21
2025-01-31,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,8,6.5,52.0,13
2025-01-31,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,16,2.95,35.4,34
2025-01-31,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,66,0.75,49.5,86
2025-01-31,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,44,1.65,72.6,107
2025-01-31,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,61,1.05,64.05,50
2025-01-31,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,38,2.2,83.6,33
2025-01-31,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,45,1.35,60.75,85
2025-01-31,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,29,2.1,60.9,67
2025-01-31,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,37,2.05,75.85,94
2025-01-31,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,81
2025-01-31,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,29,6.8,147.9,33
2025-01-31,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,22,3.1,68.2,52
2025-01-31,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,10,6.5,65.0,24
2025-01-31,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,13,2.95,28.76,27
2025-02-01,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,66,0.75,49.5,170
2025-02-01,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,40,1.65,66.0,74
2025-02-01,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,62,1.05,65.1,82
2025-02-01,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,42,2.2,92.4,54
2025-02-01,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,51,1.35,68.85,118
2025-02-01,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,39,2.1,61.43,71
2025-02-01,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,48,2.05,98.4,65
